slug,view_count,event,filmed
yves_morieux_as_work_gets_more_complex_6_rules_to_simplify,3265710,TED@BCG San Francisco,2013-10-22
yves_morieux_how_too_many_rules_at_work_keep_you_from_getting_things_done,1895425,TED@BCG London,2015-07-01
yves_rossy_fly_with_the_jetman,7976657,TEDGlobal 2011,2011-07-13
zahra_langhi_why_libya_s_revolution_didn_t_work_and_what_might,529066,TEDxWomen 2012,2012-12-01
zainab_salbi,515825,TEDGlobal 2010,2010-07-16
zak_ebrahim_i_am_the_son_of_a_terrorist_here_s_how_i_chose_peace,4760222,TED2014,2014-03-12
zaria_forman_drawings_that_show_the_beauty_and_fragility_of_earth,1153006,TED Talks Live,2015-11-06
ze_frank_are_you_human,4146190,TED2014,2014-03-20
ze_frank_s_nerdcore_comedy,6261683,TED2004,2004-02-24
ze_frank_s_web_playroom,1897186,TEDGlobal 2010,2010-07-09
zeresenay_alemseged_looks_for_humanity_s_roots,936112,TEDGlobal 2007,2007-06-07
zeynep_tufekci_how_the_internet_has_made_social_change_easy_to_organize_hard_to_win,1149100,TEDGlobal 2014,2014-10-13
zeynep_tufekci_machine_intelligence_makes_human_morals_more_important,1318617,TEDSummit,2016-06-29
zeynep_tufekci_we_re_building_a_dystopia_just_to_make_people_click_on_ads,1677289,TEDGlobal>NYC,2017-09-20
ziauddin_yousafzai_my_daughter_malala,2207175,TED2014,2014-03-17
zimchallenge,2223198,TED2011,2011-03-01
ziyah_gafic_everyday_objects_tragic_histories,1010529,TED2014,2014-03-17
zubaida_bai_a_simple_birth_kit_for_mothers_in_the_developing_world,858851,TED Residency,2016-12-13
amos_winter_the_cheap_all_terrain_wheelchair,1045131,TEDxBoston 2012,2012-06-22
amy_adele_hasinoff_how_to_practice_safe_sexting,1326919,TEDxMileHigh,2016-06-25
amy_cuddy_your_body_language_shapes_who_you_are,45123038,TEDGlobal 2012,2012-06-26
amy_green_a_video_game_to_cope_with_grief,1263054,TEDNYC,2017-02-15
amy_lockwood_selling_condoms_in_the_congo,846492,TEDGlobal 2011,2011-07-14
amy_purdy_living_beyond_limits,1688858,TEDxOrangeCoast,2011-05-19
amy_smith_shares_simple_lifesaving_design,1458949,TED2006,2006-02-24
amy_tan_on_creativity,2574542,TED2008,2008-02-02
amy_webb_how_i_hacked_online_dating,6562273,TEDSalon NY2013,2013-04-11
anab_jain_why_we_need_to_imagine_different_futures,1458643,TED2017,2017-04-24
anand_agarawala_demos_his_bumptop_desktop,1487143,TED2007,2007-03-03
anand_giridharadas_a_letter_to_all_who_have_lost_in_this_era,977966,TEDSummit,2016-06-29
anand_giridharadas_a_tale_of_two_americas_and_the_mini_mart_where_they_collided,1303728,TED2015,2015-03-10
anand_varma_a_thrilling_look_at_the_first_21_days_of_a_bee_s_life,2254584,TED2015,2015-03-18
ananda_shankar_jayant_fights_cancer_with_a_dance,596115,TEDIndia 2009,2009-11-12
anant_agarwal_why_massively_open_online_courses_still_matter,1118053,TED2013,2013-06-14
anas_aremeyaw_anas_how_i_named_shamed_and_jailed,1434032,TED2013,2013-02-28
anastasia_taylor_lind_fighters_and_mourners_of_the_ukrainian_revolution,704290,TEDGlobal 2014,2014-10-14
anders_ynnerman_visualizing_the_medical_data_explosion,468188,TEDxGöteborg 2010,2010-11-20
andras_forgacs_leather_and_meat_without_killing_animals,1180433,TEDGlobal 2013,2013-06-13
andrea_ghez_the_hunt_for_a_supermassive_black_hole,773715,TEDGlobal 2009,2009-07-22
andreas_ekstrom_the_moral_bias_behind_your_search_results,1430765,TEDxOslo,2015-01-29
andreas_raptopoulos_no_roads_there_s_a_drone_for_that,1004428,TEDGlobal 2013,2013-06-11
andreas_schleicher_use_data_to_build_better_schools,712980,TEDGlobal 2012,2012-07-14
andres_lozano_parkinson_s_depression_and_the_switch_that_might_turn_them_off,1325288,TEDxCaltech,2013-01-18
andres_ruzo_the_mythical_boiling_river_of_the_amazon,1364659,TEDGlobal 2014,2014-10-06
andrew_bastawrous_get_your_next_eye_exam_on_a_smartphone,1063408,TED2014,2014-03-17
andrew_bird_s_one_man_orchestra_of_the_imagination,1254711,TED2010,2010-02-10
andrew_blum_what_is_the_internet_really,1364311,TEDGlobal 2012,2012-06-27
andrew_connolly_what_s_the_next_window_into_our_universe,1234007,TED2014,2014-03-19
andrew_fitzgerald_adventures_in_twitter_fiction,1008818,TEDSalon NY2013,2013-07-15
andrew_mcafee_are_droids_taking_our_jobs,972508,TEDxBoston 2012,2012-06-04
andrew_mcafee_what_will_future_jobs_look_like,2191370,TED2013,2013-02-28
andrew_mwenda_takes_a_new_look_at_africa,775989,TEDGlobal 2007,2007-06-06
andrew_pelling_this_scientist_makes_ears_out_of_apples,1213554,TED2016,2016-02-15
andrew_solomon_depression_the_secret_we_share,7761458,TEDxMet,2013-10-23
andrew_solomon_how_the_worst_moments_in_our_lives_make_us_who_we_are,4994573,TED2014,2014-03-12
andrew_solomon_love_no_matter_what,4214116,TEDMED 2013,2013-04-24
andrew_stanton_the_clues_to_a_great_story,2832037,TED2012,2012-02-28
andrew_youn_3_reasons_why_we_can_win_the_fight_against_poverty,1198818,TED2016,2016-02-17
andy_hobsbawm_says_do_the_green_thing,436577,TED2008,2008-02-02
andy_puddicombe_all_it_takes_is_10_mindful_minutes,8467434,TEDSalon London Fall 2012,2012-11-16
andy_yen_think_your_email_s_private_think_again,1601806,TEDGlobal 2014,2014-10-08
angela_belcher_using_nature_to_grow_batteries,872791,TEDxCaltech,2011-01-14
angela_lee_duckworth_grit_the_power_of_passion_and_perseverance,12992530,TED Talks Education,2013-04-04
angela_patton_a_father_daughter_dance_in_prison,835121,TEDxWomen 2012,2012-11-30
angela_wang_how_china_is_changing_the_future_of_shopping,850937,TED@BCG Milan,2017-10-04
angelica_dass_the_beauty_of_human_skin_in_every_color,2089802,TED2016,2016-02-18
angelo_vermeulen_how_to_go_to_space_without_having_to_go_to_space,1105302,TEDGlobal 2014,2014-10-06
ani_liu_smelfies_and_other_experiments_in_synthetic_biology,807370,TEDxBeaconStreet,2016-11-19
anika_paulson_how_i_found_myself_through_music,955237,TED2017,2017-04-24
anil_ananthaswamy,540798,INK Conference,2010-12-08
anil_gupta_india_s_hidden_hotbeds_of_invention,661994,TEDIndia 2009,2009-11-06
anil_seth_how_your_brain_hallucinates_your_conscious_reality,3898551,TED2017,2017-04-24
anindya_kundu_the_boost_students_need_to_overcome_obstacles,1208079,TED Residency,2017-06-06
anjali_tripathi_why_earth_may_someday_look_like_mars,1005638,TEDxBeaconStreet,2015-11-14
anjan_chatterjee_how_your_brain_decides_what_is_beautiful,1833460,TEDMED 2016,2016-11-30
anjan_sundaram_why_i_risked_my_life_to_expose_a_government_massacre,840582,TED2017,2017-04-24
ann_cooper_talks_school_lunches,1190063,EG 2007,2007-12-12
ann_morgan_my_year_reading_a_book_from_every_country_in_the_world,1493482,TEDGlobal>London,2015-09-29
anna_deavere_smith_s_american_character,1001584,TED2005,2005-02-25
anna_heringer_the_warmth_and_wisdom_of_mud_buildings,902282,TED2017,2017-04-24
anna_mracek_dietrich_a_plane_you_can_drive,931534,TEDGlobal 2011,2011-07-15
anne_curzan_what_makes_a_word_real,1675821,TEDxUofM,2014-03-15
anne_lamott_12_truths_i_learned_from_life_and_writing,2303278,TED2017,2017-04-24
anne_madden_meet_the_microscopic_life_in_your_home_and_on_your_face,1133180,TED2017,2017-04-24
anne_marie_slaughter_can_we_all_have_it_all,1502879,TEDGlobal 2013,2013-06-11
anne_milgram_why_smart_statistics_are_the_key_to_fighting_crime,899328,TED@BCG San Francisco,2013-10-30
annette_heuser_the_3_agencies_with_the_power_to_make_or_break_economies,1216867,TEDGlobal 2013,2013-06-07
annie_lennox_why_i_am_an_hiv_aids_activist,493698,TEDGlobal 2010,2010-07-15
annie_murphy_paul_what_we_learn_before_we_re_born,1873700,TEDGlobal 2011,2011-07-12
annmarie_thomas_squishy_circuits,869427,TED2011,2011-03-02
anote_tong_my_country_will_be_underwater_soon_unless_we_work_together,1069040,Mission Blue II,2015-10-10
anthony_atala_growing_organs_engineering_tissue,1730129,TEDMED 2009,2009-10-21
anthony_atala_printing_a_human_kidney,2816268,TED2011,2011-03-03
anthony_d_romero_this_is_what_democracy_looks_like,1052210,TED2017,2017-04-24
anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t,2083757,TED2016,2016-02-15
antonio_damasio_the_quest_to_understand_consciousness,1758102,TED2011,2011-03-02
antonio_donato_nobre_the_magic_of_the_amazon_a_river_that_flows_invisibly_all_around_us,1014915,TEDxAmazonia,2010-11-08
antonio_guterres_refugees_have_the_right_to_be_protected,1129808,TEDGlobal>Geneva,2015-12-08
antony_gormley_sculpted_space_within_and_without,475499,TEDGlobal 2012,2012-06-26
anupam_mishra_the_ancient_ingenuity_of_water_harvesting,847707,TEDIndia 2009,2009-11-06
aomawa_shields_how_we_ll_find_life_on_other_planets,1564947,TED2015,2015-03-16
aparna_rao_art_that_craves_your_attention,1077628,TED Fellows Retreat 2013,2013-08-06
aparna_rao_high_tech_art_with_a_sense_of_humor,797424,TEDGlobal 2011,2011-07-14
apollo_robbins_the_art_of_misdirection,16135143,TEDGlobal 2013,2013-06-12
ari_wallach_3_ways_to_plan_for_the_very_long_term,1734621,TEDxMidAtlantic,2016-10-21
arianna_huffington_how_to_succeed_get_more_sleep,4442946,TEDWomen 2010,2010-12-07
ariel_garten_know_thyself_with_a_brain_scanner,406589,TEDxToronto 2011,2011-09-23
aris_venetikidis_making_sense_of_maps,669139,TEDxDublin,2012-09-02
armando_azua_bustos_the_most_martian_place_on_earth,920296,TED2017,2017-04-24
arthur_benjamin_does_mathemagic,8496155,TED2005,2005-02-02
arthur_benjamin_s_formula_for_changing_math_education,2253748,TED2009,2009-02-05
arthur_benjamin_the_magic_of_fibonacci_numbers,4719039,TEDGlobal 2013,2013-06-12
arthur_brooks_a_conservative_s_plea_let_s_work_together,1163483,TED2016,2016-02-15
arthur_ganson_makes_moving_sculpture,705259,TED2002,2004-03-03
arthur_potts_dawson_a_vision_for_sustainable_restaurants,843366,TEDGlobal 2010,2010-07-15
arunachalam_muruganantham_how_i_started_a_sanitary_napkin_revolution,1193339,TED@Bangalore,2012-05-20
arvind_gupta_turning_trash_into_toys_for_learning,1399260,INK Conference,2010-12-09
ash_beckham_we_re_all_hiding_something_let_s_find_the_courage_to_open_up,2661127,TEDxBoulder,2013-09-13
ash_beckham_when_to_take_a_stand_and_when_to_let_it_go,1480311,TEDxBoulder,2014-09-27
asha_de_vos_why_you_should_care_about_whale_poo,1286548,TEDGlobal 2014,2014-10-06
asher_hasan_s_message_of_peace_from_pakistan,420416,TEDIndia 2009,2009-11-06
ashley_judd_how_online_abuse_of_women_has_spiraled_out_of_control,1547676,TEDWomen 2016,2016-10-27
ashraf_ghani_on_rebuilding_broken_states,826910,TEDGlobal 2005,2005-07-12
ashton_applewhite_let_s_end_ageism,1201816,TED2017,2017-04-24
ashton_cofer_a_young_inventor_s_plan_to_recycle_styrofoam,1127483,TED-Ed Weekend,2016-12-03
aspen_baker_a_better_way_to_talk_about_abortion,1612193,TEDWomen 2015,2015-05-27
astonishing_performance_by_a_venezuelan_youth_orchestra_1,2106661,TED2009,2009-02-05
astro_teller_the_unexpected_benefit_of_celebrating_failure,2384163,TED2016,2016-02-15
atul_gawande_how_do_we_heal_medicine,1728281,TED2012,2012-03-01
atul_gawande_want_to_get_great_at_something_get_a_coach,1017909,TED2017,2017-04-24
aubrey_de_grey_says_we_can_avoid_aging,3346547,TEDGlobal 2005,2005-07-14
audrey_choi_how_to_make_a_profit_while_making_a_difference,1707864,TED@State Street Boston,2015-11-03
augie_picado_the_real_reason_manufacturing_jobs_are_disappearing,1416551,TED@UPS,2017-07-20
auke_ijspeert_a_robot_that_runs_and_swims_like_a_salamander,1901730,TEDGlobal>Geneva,2015-12-08
auret_van_heerden_making_global_labor_fair,597742,TEDGlobal 2010,2010-07-16
avi_reichental_what_s_next_in_3d_printing,2553816,TED2014,2014-03-13
avi_rubin_all_your_devices_can_be_hacked,1124303,TEDxMidAtlantic,2011-10-29
award_winning_teen_age_science_in_action,927023,TEDxWomen 2011,2011-12-08
ayah_bdeir_building_blocks_that_blink_beep_and_teach,1183095,TED2012,2012-02-27
aziz_abu_sarah_for_more_tolerance_we_need_more_tourism,1338214,TED2014,2014-03-19
aziza_chaouni_how_i_brought_a_river_and_my_city_back_to_life,679318,TED2014,2014-03-17
baba_shiv_sometimes_it_s_good_to_give_up_the_driver_s_seat,858102,TEDxStanford,2012-05-19
bahia_shehab_a_thousand_times_no,1053402,TEDGlobal 2012,2012-06-25
bandi_mbubi_demand_a_fair_trade_cell_phone,594147,TEDxExeter,2012-04-20
barat_ali_batoor_my_desperate_journey_with_a_human_smuggler,1011385,TEDxSydney,2014-04-26
barbara_block_tagging_tuna_in_the_deep_ocean,337727,Mission Blue Voyage,2010-04-16
barbara_natterson_horowitz_what_veterinarians_know_that_doctors_don_t,1493884,TEDMED 2014,2014-09-16
barry_schuler_genomics_101,396746,Taste3 2008,2008-06-30
barry_schwartz_on_our_loss_of_wisdom,3397644,TED2009,2009-02-07
barry_schwartz_on_the_paradox_of_choice,10368631,TEDGlobal 2005,2005-07-15
barry_schwartz_the_way_we_think_about_work_is_broken,2624631,TED2014,2014-03-19
barry_schwartz_using_our_practical_wisdom,968003,TEDSalon NY2011,2010-11-18
bart_knols_cheese_dogs_and_pills_to_end_malaria,273238,TEDxMaastricht,2012-04-02
bart_weetjens_how_i_taught_rats_to_sniff_out_land_mines,537668,TEDxRotterdam 2010,2010-06-04
barton_seaver_sustainable_seafood_let_s_get_smart,563318,Mission Blue Voyage,2010-04-07
bassam_tariq_the_beauty_and_diversity_of_muslim_life,1372443,TEDGlobal 2014,2014-10-06
bastian_schaefer_a_3d_printed_jumbo_jet,1114552,TEDGlobal 2013,2013-06-10
beardyman_the_polyphonic_me,2104450,TED2013,2013-02-26
beatrice_coron_stories_cut_from_paper,941777,TED2011,2011-03-01
beau_lotto_amy_o_toole_science_is_for_everyone_kids_included,1309124,TEDGlobal 2012,2012-06-26
beau_lotto_optical_illusions_show_how_we_see,5080222,TEDGlobal 2009,2009-07-23
becci_manson_re_touching_lives_through_photos,782243,TEDGlobal 2012,2012-06-26
becky_blanton_the_year_i_was_homeless,1134620,TEDGlobal 2009,2009-07-23
beeban_kidron_the_shared_wonder_of_film,777468,TEDSalon London Spring 2012,2012-05-10
bel_pesce_5_ways_to_kill_your_dreams,4852984,TEDGlobal 2014,2014-10-07
ben_ambridge_10_myths_about_psychology_debunked,2512543,TEDxYouth@Manchester,2014-11-05
ben_cameron_tedxyyc,504895,TEDxYYC,2010-02-26
ben_dunlap_talks_about_a_passionate_life,1883986,TED2007,2007-03-03
ben_goldacre_battling_bad_science,2254101,TEDGlobal 2011,2011-07-13
ben_goldacre_what_doctors_don_t_know_about_the_drugs_they_prescribe,2272323,TEDMED 2012,2012-06-05
ben_kacyra_ancient_wonders_captured_in_3d,500547,TEDGlobal 2011,2011-07-14
ben_katchor_s_comics_of_old_new_york,298363,TED2002,2002-02-28
ben_saunders_skis_to_the_north_pole,764019,TED2005,2005-02-24
ben_saunders_to_the_south_pole_and_back_the_hardest_105_days_of_my_life,1068753,TED2014,2014-03-20
ben_saunders_why_bother_leaving_the_house,1797977,TEDSalon London Fall 2012,2012-11-07
ben_wellington_how_we_found_the_worst_place_to_park_in_new_york_city_using_big_data,1009030,TEDxNewYork,2014-11-01
benedetta_berti_the_surprising_way_groups_like_isis_stay_in_power,2004614,TED2015,2015-03-17
benjamin_barber_why_mayors_should_rule_the_world,736065,TEDGlobal 2013,2013-06-21
benjamin_grant_what_it_feels_like_to_see_earth_from_space,1070602,TEDxSkoll,2017-04-07
benjamin_wallace_on_the_price_of_happiness,1900521,Taste3 2008,2008-07-19
benjamin_zander_on_music_and_passion,9653807,TED2008,2008-02-02
benoit_mandelbrot_fractals_the_art_of_roughness,1234467,TED2010,2010-02-12
bernie_krause_the_voice_of_the_natural_world,1041578,TEDGlobal 2013,2013-06-12
bertrand_piccard_s_solar_powered_adventure,791376,TEDGlobal 2009,2009-07-24
beth_malone_how_my_dad_s_dementia_changed_my_idea_of_death_and_life,887600,TED Residency,2017-06-06
beth_noveck_demand_a_more_open_source_government,527841,TEDGlobal 2012,2012-06-27
bettina_warburg_how_the_blockchain_will_radically_transform_the_economy,2713603,TEDSummit,2016-06-29
beverly_dereck_joubert_life_lessons_from_big_cats,871236,TEDWomen 2010,2010-12-08
bilal_bomani_plant_fuels_that_could_power_a_jet,174386,TEDxNASA@SiliconValley,2011-08-17
bill_and_melinda_gates_why_giving_away_our_wealth_has_been_the_most_satisfying_thing_we_ve_done,3258169,TED2014,2014-03-18
bill_clinton_on_rebuilding_rwanda,857647,TED2007,2007-03-08
bill_davenhall_your_health_depends_on_where_you_live,782116,TEDMED 2009,2009-10-25
bill_doyle_treating_cancer_with_electric_fields,562646,TEDMED 2011,2011-10-25
bill_ford_a_future_beyond_traffic_gridlock,812143,TED2011,2011-03-03
bill_gates,4493696,TED2010,2010-02-12
bill_gates_how_state_budgets_are_breaking_us_schools,1879512,TED2011,2011-03-03
bill_gates_teachers_need_real_feedback,2314026,TED Talks Education,2013-05-07
bill_gates_the_next_disaster_we_re_not_ready,2285629,TED2015,2015-03-18
bill_gates_unplugged,2684208,TED2009,2009-02-02
bill_gross_on_new_energy,618317,TED2003,2003-02-02
bill_gross_the_single_biggest_reason_why_startups_succeed,4535402,TED2015,2015-03-19
bill_joy_muses_on_what_s_next,493098,TED2006,2006-02-02
bill_stone_explores_the_earth_and_space,1842749,TED2007,2007-03-03
bill_strickland_makes_change_with_a_slide_show,631539,TED2002,2002-02-02
bill_t_jones_the_dancer_the_singer_the_cellist_and_a_moment_of_creative_magic,1292993,TED2015,2015-03-18
billie_jean_king_this_tennis_icon_paved_the_way_for_women_in_sports,971680,TEDWomen 2015,2015-05-28
billy_collins_everyday_moments_caught_in_time,1165090,TED2012,2012-02-28
billy_collins_two_poems_about_what_dogs_think_probably,1583607,TED2014,2014-03-20
billy_graham_on_technology_faith_and_suffering,1578922,TED1998,1998-02-02
birke_baehr_what_s_wrong_with_our_food_system,2185128,TEDxNextGenerationAsheville,2010-08-28
bj_miller_what_really_matters_at_the_end_of_life,6649864,TED2015,2015-03-20
bjarke_ingels_3_warp_speed_architecture_tales,2179784,TEDGlobal 2009,2009-07-23
bjarke_ingels_hedonistic_sustainability,431522,TEDxEast,2011-05-09
bjorn_lomborg_sets_global_priorities,1415510,TED2005,2005-02-02
black_my_journey_to_yo_yo_mastery,8264841,TED2013,2013-02-27
blaise_aguera,1737744,TED2010,2010-02-11
blaise_aguera_y_arcas_demos_photosynth,4800280,TED2007,2007-03-03
blaise_aguera_y_arcas_how_computers_are_learning_to_be_creative,1505719,TED@BCG Paris,2016-05-18
boaz_almog_levitates_a_superconductor,2402615,TEDGlobal 2012,2012-06-30
bob_mankoff_anatomy_of_a_new_yorker_cartoon,1199131,TEDSalon NY2013,2013-05-16
bob_thurman_says_we_can_be_buddhas,1566654,TEDSalon 2006,2006-12-01
bobby_ghosh_why_global_jihad_is_losing,670199,TEDxGeorgetown,2012-09-29
bobby_mcferrin_hacks_your_brain_with_music,3318684,World Science Festival,2009-06-10
boghuma_kabisen_titanji_ethical_riddles_in_hiv_research,486517,TEDxGoodenoughCollege,2012-05-05
boniface_mwangi_boniface_mwangi_the_day_i_stood_up_alone,1367170,TEDGlobal 2014,2014-10-20
bonnie_bassler_on_how_bacteria_communicate,2254227,TED2009,2009-02-06
bono_s_call_to_action_for_africa,726538,TED2005,2005-02-24
bono_the_good_news_on_poverty_yes_there_s_good_news,1670228,TED2013,2013-02-26
boyd_varty_what_i_learned_from_nelson_mandela,1609880,TEDWomen 2013,2013-12-05
bran_ferren_to_create_for_the_ages_let_s_combine_art_and_engineering,1034872,TED2014,2014-03-18
brenda_brathwaite_gaming_for_understanding,499634,TEDxPhoenix,2011-11-11
brenda_laurel_on_making_games_for_girls,388627,TED1998,1998-02-02
brene_brown_listening_to_shame,8545248,TED2012,2012-03-02
brene_brown_on_vulnerability,32719403,TEDxHouston,2010-06-06
brewster_kahle_builds_a_free_digital_library,454239,EG 2007,2007-12-12
brian_cox_on_cern_s_supercollider,3139896,TED2008,2008-03-03
brian_cox_what_went_wrong_at_the_lhc,973992,TED2009,2009-02-05
brian_cox_why_we_need_the_explorers,1647112,TEDSalon London 2010,2010-04-19
brian_dettmer_old_books_reborn_as_intricate_art,1178726,TEDYouth 2014,2014-11-04
brian_goldman_doctors_make_mistakes_can_we_talk_about_that,1356222,TEDxToronto 2010,2011-11-11
brian_greene_on_string_theory,4290372,TED2005,2005-02-02
brian_greene_why_is_our_universe_fine_tuned_for_life,3511842,TED2012,2012-02-27
brian_little_who_are_you_really_the_puzzle_of_personality,4713101,TED2016,2016-02-16
brian_skerry_reveals_ocean_s_glory_and_horror,1442772,Mission Blue Voyage,2010-04-16
britta_riley_a_garden_in_my_apartment,2064708,TEDxManhattan,2011-05-23
brittney_cooper_the_racial_politics_of_time,730813,TEDWomen 2016,2016-10-26
bruce_aylward_how_we_ll_stop_polio,523279,TED2011,2011-03-03
bruce_aylward_humanity_vs_ebola_the_winning_strategies_in_a_terrifying_war,872282,TEDxPlaceDesNations,2014-12-11
bruce_bueno_de_mesquita_predicts_iran_s_future,764541,TED2009,2009-02-07
bruce_feiler_agile_programming_for_your_family,1455731,TEDSalon NY2013,2013-02-11
bruce_feiler_the_council_of_dads,471764,TEDMED 2010,2010-10-10
bruce_mccall_s_faux_nostalgia,407050,Serious Play 2008,2008-05-12
bruce_schneier,762043,TEDxPSU,2010-10-10
bruno_bowden_folds_while_rufus_cappadocia_plays,379411,TED2008,2008-02-02
bruno_maisonnier_dance_tiny_robots,1208472,TEDxConcorde,2013-01-24
bruno_torturra_got_a_smartphone_start_broadcasting,1288755,TEDGlobal 2014,2014-10-06
bryan_stevenson_we_need_to_talk_about_an_injustice,4289346,TED2012,2012-03-01
bunker_roy,3663555,TEDGlobal 2011,2011-07-14
burt_rutan_sees_the_future_of_space,2082473,TED2006,2006-02-24
c_k_williams_reads_poetry_of_youth_and_age,251364,TED2001,2001-02-09
caitlin_doughty_a_burial_practice_that_nourishes_the_planet,1017308,TEDMED 2016,2016-11-30
caitlin_quattromani_and_lauran_arledge_how_our_friendship_survives_our_opposing_politics,944642,TEDxMileHigh,2017-07-08
caitria_and_morgan_o_neill_how_to_step_up_in_the_face_of_disaster,829376,TEDxBoston 2012,2012-06-22
caleb_barlow_where_is_cybercrime_really_coming_from,1384272,TED@IBM,2016-11-15
caleb_chung_plays_with_pleo,427528,EG 2007,2007-12-12
caleb_harper_this_computer_will_grow_your_food_in_the_future,1622206,TEDGlobal>Geneva,2015-12-08
cameron_herold_let_s_raise_kids_to_be_entrepreneurs,1609898,TEDxEdmonton,2010-03-13
cameron_russell_looks_aren_t_everything_believe_me_i_m_a_model,21085001,TEDxMidAtlantic,2012-10-27
cameron_sinclair_on_open_source_architecture,1227555,TED2006,2006-02-26
cameron_sinclair_the_refugees_of_boom_and_bust,415844,TED2009,2009-02-21
camille_a_brown_a_visual_history_of_social_dance_in_25_moves,867044,TED Studio,2016-06-01
camille_seaman_haunting_photos_of_ice,987556,TED2011,2011-03-03
camille_seaman_photos_from_a_storm_chaser,1640190,TED2013,2013-02-28
candy_chang_before_i_die_i_want_to,5026507,TEDGlobal 2012,2012-07-23
capt_charles_moore_on_the_seas_of_plastic,1124230,TED2009,2009-02-05
carin_bondar_the_birds_and_the_bees_are_just_the_beginning,2413136,TEDGlobal 2013,2013-06-12
carina_morillo_to_understand_autism_don_t_look_away,499111,TEDxRiodelaPlata,2016-10-22
carl_honore_praises_slowness,2523861,TEDGlobal 2005,2005-07-07
carl_safina_the_oil_spill_s_unseen_culprits_victims,620530,TEDxOilSpill,2010-06-28
carl_safina_what_are_animals_thinking_and_feeling,2038618,Mission Blue II,2015-10-10
carl_schoonover_how_to_look_inside_the_brain,901857,TED2012,2012-02-28
carlo_ratti_architecture_that_senses_and_responds,665509,TED2011,2011-03-02
carlos_bautista_the_awful_logic_of_land_mines_and_an_app_that_helps_people_avoid_them,770808,TED Residency,2017-06-06
carmen_agra_deedy_spins_stories,704172,TED2005,2005-02-02
carne_ross_an_independent_diplomat,349991,Business Innovation Factory,2009-10-10
carol_dweck_the_power_of_believing_that_you_can_improve,7073943,TEDxNorrkoping,2014-11-11
carol_fishman_cohen_how_to_get_back_to_work_after_a_career_break,1602523,TEDxBeaconStreet,2015-11-14
caroline_casey_looking_past_limits,2083279,TEDWomen 2010,2010-12-03
caroline_lavelle_casts_a_spell_on_cello,405555,TED2005,2005-02-02
caroline_paul_to_raise_brave_girls_encourage_adventure,1608575,TEDWomen 2016,2016-10-26
caroline_phillips_hurdy_gurdy_for_beginners,675929,TEDGlobal 2010,2010-07-09
carolyn_bertozzi_what_the_sugar_coating_on_your_cells_is_trying_to_tell_you,1024113,TEDxStanford,2016-04-24
carolyn_porco_could_a_saturn_moon_harbor_life,913000,TED2009,2009-02-06
carolyn_porco_flies_us_to_saturn,2666844,TED2007,2007-03-03
carolyn_steel_how_food_shapes_our_cities,1031499,TEDGlobal 2009,2009-07-22
carrie_nugent_adventures_of_an_asteroid_hunter,1118334,TED2016,2016-02-15
carrie_poppy_a_scientific_approach_to_the_paranormal,1340674,TEDxVienna,2016-10-22
carter_emmart_demos_a_3d_atlas_of_the_universe,1714713,TED2010,2010-02-11
cary_fowler_one_seed_at_a_time_protecting_the_future_of_food,702763,TEDGlobal 2009,2009-07-23
casey_brown_know_your_worth_and_then_ask_for_it,2334987,TEDxColumbusWomen,2015-05-28
casey_gerald_the_gospel_of_doubt,1550866,TED2016,2016-02-19
cat_laine_engineering_a_better_life_for_all,156172,Business Innovation Factory,2009-10-07
catarina_mota_play_with_smart_materials,1070920,TEDGlobal 2012,2012-07-12
catherine_bracy_why_good_hackers_make_good_citizens,858510,TEDCity2.0,2013-09-20
catherine_crump_the_small_and_surprisingly_dangerous_detail_the_police_track_about_you,1853288,TEDGlobal 2014,2014-10-14
catherine_mohr_builds_green,778785,TED2010,2010-02-13
catherine_mohr_surgery_s_past_present_and_robotic_future,698052,TED2009,2009-02-06
cathy_o_neil_the_era_of_blind_faith_in_big_data_must_end,1078490,TED2017,2017-04-24
cedric_villani_what_s_so_sexy_about_math,1680106,TED2016,2016-02-16
celeste_headlee_10_ways_to_have_a_better_conversation,10165456,TEDxCreativeCoast,2015-05-01
cesar_harada_a_novel_idea_for_cleaning_up_oil_spills,850261,TEDxSummit,2012-06-25
cesar_harada_how_i_teach_kids_to_love_science,1661137,TED Fellows Retreat 2015,2015-08-26
cesar_kuriyama_one_second_every_day,1731831,TED2012,2012-03-02
chade_meng_tan_everyday_compassion_at_google,913026,TEDPrize@UN,2010-11-18
chance_coughenour_how_your_pictures_can_help_reclaim_lost_history,777447,TEDxHamburg,2016-06-08
charity_tilleman_dick_singing_after_a_double_lung_transplant,538383,TEDMED 2010,2010-10-25
charity_wayua_a_few_ways_to_fix_an_ailing_government,993919,TED@IBM,2016-11-15
charles_anderson_discovers_dragonflies_that_cross_oceans,559475,TEDIndia 2009,2009-11-05
charles_elachi_on_the_mars_rovers,565814,Serious Play 2008,2008-05-07
charles_fleischer_insists_all_things_are_moleeds,1066519,TED2005,2005-03-03
charles_hazlewood,509584,TEDGlobal 2011,2011-07-13
charles_leadbeater_on_education,788139,TEDSalon London 2010,2010-04-25
charles_leadbeater_on_innovation,1447500,TEDGlobal 2005,2005-07-14
charles_limb_building_the_musical_muscle,593955,TEDMED 2011,2011-10-28
charles_limb_your_brain_on_improv,1247076,TEDxMidAtlantic,2010-11-05
